Word,Conc,SUBTLEX,AoA
bankrupt,3.24,143,11.33
bounding,3.24,10,10.21
breathy,3.24,1,12.79
brownish,3.24,12,7.71
commercial,3.24,829,6.17
congested,3.24,18,9.45
conical,3.24,7,12.27
inanimate,3.24,38,12.16
iridescent,3.24,3,14.87
lengthy,3.24,37,9.11
mangy,3.24,81,8.78
mute,3.24,127,9.84
rubbery,3.24,9,7.53
shimmery,3.24,4,8.84
westernmost,3.24,1,9.56
audible,3.23,36,11.05
clawless,3.23,2,8.28
crinkly,3.23,4,8.68
fiery,3.23,103,10.28
malformed,3.23,7,10.89
northwesterly,3.23,4,10.88
sooty,3.23,5,11.07
sore,3.23,765,5.84
starchy,3.23,11,10.67
superheated,3.23,7,10.15
ugly,3.23,2150,4.17
uncombed,3.23,4,6.56
vending,3.23,110,11.26
chipper,3.22,66,8.2
eastbound,3.22,40,9.72
saucy,3.22,62,10.53
small,3.22,6373,3.22
ticklish,3.22,58,4.67
ultraviolet,3.22,32,10.67
urinary,3.22,20,12.56
veiled,3.22,27,11.47
widowed,3.22,29,10.17
asymmetrical,3.21,6,12.11
bare,3.21,425,5.78
chiller,3.21,3,9.94
closetful,3.21,3,9.75
colic,3.21,26,13.06
combustible,3.21,18,10.89
disabled,3.21,177,7.67
due,3.21,2275,7.53
gastric,3.21,42,14.59
gastrointestinal,3.21,9,14.31
geographic,3.21,67,8.89
intercontinental,3.21,6,11.94
itchy,3.21,116,5.16
limber,3.21,42,9.67
massive,3.21,508,9.11
northeasterly,3.21,1,12.21
oxidized,3.21,12,13.2
pancreatic,3.21,19,13.5
panoramic,3.21,2,12.39
parched,3.21,58,9.19
patchy,3.21,9,9.22
penile,3.21,27,13.79
schematic,3.21,58,14.45
thermal,3.21,112,11.05
transcontinental,3.21,16,12.0
unclean,3.21,65,6.83
uncompleted,3.21,4,8.79
uneaten,3.21,8,7.76
ungraded,3.21,3,10.74
unstained,3.21,3,8.76
withering,3.21,21,10.18
barren,3.2,75,11.12
boxy,3.2,9,10.21
cardiovascular,3.2,17,13.32
close,3.2,11191,4.5
exothermal,3.2,1,14.06
graphic,3.2,119,10.67
molten,3.2,59,9.06
phosphoric,3.2,1,14.93
vinegary,3.2,3,10.47
wispy,3.2,5,10.12
wordy,3.2,8,10.89
barefaced,3.19,4,10.89
beefy,3.19,16,8.53
bridgeless,3.19,1,10.82
catchable,3.19,3,9.56
chewy,3.19,35,6.74
citric,3.19,2,12.11
corporeal,3.19,25,15.53
crumbly,3.19,6,7.61
fatal,3.19,362,9.05
fibrous,3.19,13,12.47
flimsy,3.19,42,9.21
garlicky,3.19,2,11.2
intravenous,3.19,32,15.29
oozy,3.19,2,9.3
ornate,3.19,10,10.22
socialist,3.19,65,13.61
uncrushable,3.19,1,11.41
accelerated,3.18,49,10.11
bouncy,3.18,91,4.61
incumbent,3.18,34,14.33
interlocking,3.18,11,8.89
loose,3.18,2131,7.71
orphaned,3.18,20,7.9
polar,3.18,135,8.16
quadruple,3.18,39,11.22
scrotal,3.18,2,13.87
seasick,3.18,70,8.89
southbound,3.18,40,9.72
tiered,3.18,1,11.28
toothy,3.18,5,9.06
transparent,3.18,92,10.67
zesty,3.18,8,9.33
antibacterial,3.17,17,11.65
antiviral,3.17,1,15.11
blinding,3.17,75,7.21
decrepit,3.17,25,11.4
gargantuan,3.17,18,11.61
grizzly,3.17,95,7.75
inactive,3.17,34,9.33
jittery,3.17,21,9.0
mechanical,3.17,250,8.85
metalloid,3.17,1,14.53
movable,3.17,15,7.63
petrified,3.17,88,9.05
saturated,3.17,43,10.63
scented,3.17,46,7.7
shatterproof,3.17,7,10.44
teeny,3.17,128,5.42
threadlike,3.17,1,11.5
twinkly,3.17,7,6.76
vascular,3.17,86,15.11
bristly,3.16,1,12.13
crystalline,3.16,16,12.58
current,3.16,869,8.94
downward,3.16,60,7.84
grainy,3.16,10,11.11
parallel,3.16,224,9.95
polychromatic,3.16,1,15.07
tropic,3.16,36,10.37
young,3.16,12402,4.61
assorted,3.15,49,9.32
bloodless,3.15,4,10.78
colorless,3.15,13,6.81
crested,3.15,5,12.06
daily,3.15,797,6.0
hazy,3.15,41,8.72
nonporous,3.15,3,12.93
oblique,3.15,23,12.89
paramilitary,3.15,20,13.21
sappy,3.15,43,9.44
seagoing,3.15,11,12.4
soviet,3.15,360,10.2
topographical,3.15,4,14.11
translucent,3.15,13,11.95
unfrozen,3.15,9,6.42
unfurnished,3.15,4,10.58
unwashed,3.15,18,7.53
weaponless,3.15,3,10.65
wobbly,3.15,37,6.0
acrobatic,3.14,12,9.38
aerobic,3.14,9,10.24
alive,3.14,7878,5.11
architectural,3.14,65,12.25
dense,3.14,108,10.2
endoscopic,3.14,4,14.31
ingrown,3.14,17,10.24
lumbering,3.14,12,10.47
metric,3.14,25,10.16
microelectronic,3.14,2,16.8
radioactive,3.14,163,12.11
reversible,3.14,15,8.84
rotary,3.14,27,10.32
royal,3.14,1185,7.17
scrawny,3.14,80,9.11
sour,3.14,297,4.89
strong,3.14,4430,4.58
tidal,3.14,53,11.75
underage,3.14,111,11.05
viselike,3.14,1,13.21
wedded,3.14,164,9.76
wee,3.14,434,6.39
womanlike,3.14,1,9.75
wormy,3.14,11,6.78
craggy,3.13,2,13.37
expensive,3.13,1425,6.33
northern,3.13,362,7.95
sopping,3.13,11,9.76
toxic,3.13,250,9.06
unraveled,3.13,12,7.88
aboriginal,3.12,9,14.75
ashen,3.12,9,12.5
blank,3.12,495,6.05
braised,3.12,11,13.83
colorable,3.12,4,8.06
endoplasmic,3.12,3,14.73
golden,3.12,1187,6.94
grappling,3.12,29,12.41
gusty,3.12,5,9.15
holey,3.12,6,8.53
hypothermic,3.12,15,12.79
inflammable,3.12,13,10.05
lanky,3.12,22,9.72
luminous,3.12,39,11.56
runny,3.12,65,5.68
suborbital,3.12,1,15.41
unmixed,3.12,1,7.89
venetian,3.12,36,13.06
biodegradable,3.11,10,12.33
biological,3.11,300,10.95
cellular,3.11,145,11.53
chronological,3.11,17,11.74
eastern,3.11,414,8.61
eatable,3.11,3,8.93
epicenter,3.11,16,12.35
exfoliating,3.11,6,11.21
gangly,3.11,14,12.0
holographic,3.11,53,12.0
neuropsychological,3.11,1,16.64
neurosurgical,3.11,1,13.56
neuter,3.11,40,11.12
orbital,3.11,64,12.65
spiny,3.11,7,10.22
splotchy,3.11,1,10.38
tiny,3.11,1643,5.33
uncut,3.11,40,8.53
weatherproof,3.11,2,10.53
abbreviated,3.1,16,10.5
absorbent,3.1,8,10.32
cancerous,3.1,13,11.78
collapsible,3.1,13,11.26
compacted,3.1,3,11.0
epileptic,3.1,61,12.35
greenish,3.1,8,7.11
hazardous,3.1,94,8.0
numb,3.1,249,9.26
ragged,3.1,80,8.5
retractable,3.1,9,13.2
rhythmic,3.1,52,10.65
simmering,3.1,11,10.26
thrusting,3.1,15,11.5
violent,3.1,850,7.61
woozy,3.1,43,7.84
molecular,3.09,134,11.84
analogue,3.08,5,12.16
biracial,3.08,9,9.83
coed,3.08,30,12.1
comfy,3.08,115,6.06
computerized,3.08,35,10.11
dental,3.08,315,7.21
homecoming,3.08,285,11.57
horseless,3.08,9,10.24
itemized,3.08,12,12.1
mismatched,3.08,11,8.26
motherless,3.08,29,7.39
murky,3.08,31,9.61
nitrous,3.08,35,13.63
nonaligned,3.08,1,12.59
porky,3.08,30,10.53
postnatal,3.08,3,12.79
sculptural,3.08,4,11.22
stereophonic,3.08,5,14.13
thunderous,3.08,14,10.0
visible,3.08,253,8.05
woodsy,3.08,13,9.0
alphabetical,3.07,44,6.26
anatomical,3.07,16,12.05
angular,3.07,7,11.32
auditory,3.07,27,12.79
blunt,3.07,250,11.05
childless,3.07,30,9.38
clean,3.07,6183,3.89
connectible,3.07,1,9.47
downloadable,3.07,1,13.67
dual,3.07,57,8.63
endocrine,3.07,7,14.44
formfitting,3.07,1,11.39
grating,3.07,16,10.71
harmonic,3.07,11,11.89
hefty,3.07,62,10.83
hoarse,3.07,25,7.95
inflatable,3.07,37,9.0
junky,3.07,23,10.0
kosher,3.07,137,13.29
medical,3.07,2774,8.68
musty,3.07,25,10.47
numeric,3.07,1,9.32
numerical,3.07,20,8.72
peripheral,3.07,49,13.67
perky,3.07,85,9.05
pinkish,3.07,4,8.12
postal,3.07,96,8.17
raging,3.07,165,10.63
rapid,3.07,223,8.62
sad,3.07,3232,3.24
scenic,3.07,53,9.11
scruffy,3.07,28,8.24
secluded,3.07,52,11.1
seismic,3.07,31,12.39
smelly,3.07,211,4.32
squeaky,3.07,101,4.63
stagnant,3.07,14,11.86
stretchy,3.07,19,6.26
sunshiny,3.07,11,6.21
tubby,3.07,31,10.12
twisty,3.07,12,6.53
uneven,3.07,39,7.33
unorganized,3.07,5,10.11
untidy,3.07,21,8.72
wholesale,3.07,85,11.7
wide,3.06,1214,5.84
telegraphic,3.05,1,11.56
animate,3.04,3,8.53
aromatic,3.04,14,11.05
askew,3.04,14,11.0
baptismal,3.04,6,9.19
battered,3.04,57,10.06
breathable,3.04,14,11.17
broadband,3.04,16,13.83
burly,3.04,17,10.47
containable,3.04,4,13.33
detachable,3.04,9,9.94
encyclopedic,3.04,6,9.47
erosive,3.04,1,11.76
gaunt,3.04,8,11.81
glacial,3.04,6,10.58
grubby,3.04,29,10.78
heathen,3.04,81,9.67
homeless,3.04,543,7.45
housebroken,3.04,29,8.68
lethal,3.04,289,10.16
lipid,3.04,3,14.22
local,3.04,2128,8.79
microbiological,3.04,1,13.79
muffled,3.04,157,9.06
narcoleptic,3.04,7,14.12
narrow,3.04,358,7.57
neighboring,3.04,38,10.9
papery,3.04,4,10.38
preadolescent,3.04,4,12.44
purebred,3.04,18,11.42
pyramidal,3.04,5,13.5
quarterfinal,3.04,7,12.06
recyclable,3.04,5,9.11
reverberating,3.04,7,13.56
seafaring,3.04,10,11.5
silvery,3.04,25,8.5
squashy,3.04,2,9.86
submersible,3.04,31,11.5
swift,3.04,197,7.79
tactile,3.04,18,15.6
terrestrial,3.04,11,12.21
tightfisted,3.04,3,12.53
unblinking,3.04,3,10.16
unworn,3.04,1,7.35
abrasive,3.03,23,12.22
breakable,3.03,8,8.21
clammy,3.03,30,10.58
ducky,3.03,100,7.44
durable,3.03,18,11.79
flyable,3.03,3,10.0
globetrotting,3.03,1,12.53
initial,3.03,325,8.29
inseparable,3.03,51,10.61
lawless,3.03,22,10.68
lifeless,3.03,64,9.22
microwavable,3.03,4,11.28
native,3.03,421,9.2
raspy,3.03,8,10.89
tidy,3.03,189,8.53
transportable,3.03,2,10.37
unescorted,3.03,17,12.58
unventilated,3.03,1,12.11
utter,3.03,257,9.0
airless,3.0,5,10.0
anaphylactic,3.0,27,16.27
arctic,3.0,100,7.79
binary,3.0,38,13.39
biomechanical,3.0,5,14.76
bootless,3.0,3,8.06
bulky,3.0,26,10.47
chirpy,3.0,5,9.12
coned,3.0,1,11.2
coronary,3.0,101,12.53
countable,3.0,10,8.72
creamed,3.0,82,10.4
darn,3.0,709,8.0
faceless,3.0,37,10.26
galvanized,3.0,14,14.0
geometrical,3.0,6,9.74
heterosexual,3.0,88,12.22
hydroponic,3.0,12,15.18
incandescent,3.0,17,15.44
industrial,3.0,233,10.22
misshapen,3.0,15,10.95
motionless,3.0,17,8.83
mucky,3.0,9,8.25
outsize,3.0,1,12.94
queasy,3.0,58,11.37
scary,3.0,1336,4.26
sleek,3.0,43,11.17
smokeless,3.0,4,11.89
squiggly,3.0,16,6.65
squishier,3.0,1,7.75
synthetic,3.0,128,10.68
talkative,3.0,46,8.0
teensy,3.0,24,7.12
tired,3.0,5745,4.62
transoceanic,3.0,2,12.79
treelike,3.0,1,8.59
unanchored,3.0,1,10.94
unblemished,3.0,11,12.1
unpainted,3.0,6,7.68
unrepaired,3.0,1,9.0
unruffled,3.0,2,9.17
unscented,3.0,3,8.68
watertight,3.0,19,12.85
weary,3.0,212,9.56
audiovisual,2.97,11,11.44
budding,2.97,33,10.47
comical,2.97,42,9.42
cubic,2.97,44,11.33
drafty,2.97,32,8.83
eggless,2.97,2,11.61
glitzy,2.97,5,10.17
graphical,2.97,2,12.67
gritty,2.97,23,10.22
nuclear,2.97,968,10.83
psychedelic,2.97,40,12.32
rancid,2.97,25,9.94
reflective,2.97,31,11.0
senior,2.97,1339,8.26
shitfaced,2.97,21,12.76
sick,2.97,8437,4.05
undernourished,2.97,6,11.61
undigested,2.97,9,10.67
abovementioned,2.96,1,14.24
achy,2.96,23,8.06
aeronautical,2.96,12,14.35
alphanumeric,2.96,5,13.0
animated,2.96,61,7.0
arid,2.96,16,11.38
asthmatic,2.96,20,8.72
biologic,2.96,7,11.75
bulimic,2.96,29,13.32
chiropractic,2.96,9,14.05
choral,2.96,11,8.07
contoured,2.96,4,14.39
coppery,2.96,2,11.59
cosmetic,2.96,92,10.83
culinary,2.96,61,10.84
easternmost,2.96,1,11.5
ferocious,2.96,79,9.74
fertile,2.96,80,9.32
filmy,2.96,4,11.41
fishy,2.96,143,6.72
gross,2.96,779,5.21
homogenous,2.96,2,13.42
inboard,2.96,10,10.44
intercollegiate,2.96,4,15.14
kickable,2.96,1,6.76
monetary,2.96,52,12.56
palatable,2.96,13,12.72
plush,2.96,28,9.58
pretrial,2.96,12,14.94
purplish,2.96,1,6.88
redial,2.96,13,9.42
schizophrenic,2.96,117,12.33
seasonal,2.96,50,8.17
sedate,2.96,64,11.84
shady,2.96,120,10.65
spotty,2.96,32,6.78
stenographic,2.96,2,14.38
unconfined,2.96,2,13.33
uncontaminated,2.96,3,11.83
unexpired,2.96,1,10.06
unheated,2.96,1,8.5
unpopulated,2.96,3,9.63
viral,2.96,45,14.11
visual,2.96,586,9.11
diuretic,2.95,9,14.88
horticultural,2.95,6,12.32
adjoining,2.93,57,11.85
artificial,2.93,246,10.16
atomic,2.93,249,10.16
bitter,2.93,568,8.81
blistering,2.93,24,9.83
blunted,2.93,7,11.72
catholic,2.93,636,7.84
clerical,2.93,50,10.79
condensed,2.93,20,12.06
distilled,2.93,32,9.61
fidgety,2.93,18,7.89
flaky,2.93,45,9.63
geriatric,2.93,27,12.81
global,2.93,321,9.78
hysteric,2.93,9,10.67
interracial,2.93,13,12.15
invitational,2.93,5,10.56
lemony,2.93,6,9.64
luxurious,2.93,57,10.0
measurable,2.93,6,9.16
mercantile,2.93,12,12.33
mobile,2.93,381,8.72
northwestern,2.93,82,8.58
oversized,2.93,47,9.89
packable,2.93,1,9.62
perennial,2.93,15,14.28
radial,2.93,25,11.31
sanitary,2.93,44,10.5
semifinal,2.93,14,10.67
shrunken,2.93,29,8.94
sluggish,2.93,40,9.05
snoopy,2.93,52,5.47
speedy,2.93,100,6.63
sporting,2.93,159,8.79
towering,2.93,32,9.67
unblocked,2.93,3,9.61
uncluttered,2.93,4,9.89
undecorated,2.93,1,9.16
vocal,2.93,151,8.0
whirly,2.93,1,8.5
ambulatory,2.92,12,12.59
anticorrosive,2.92,1,13.61
astronomical,2.92,37,12.5
brushless,2.92,1,10.5
catatonic,2.92,40,13.62
choppy,2.92,13,9.16
cinematic,2.92,26,11.26
extramarital,2.92,15,13.95
geographical,2.92,31,10.72
illiterate,2.92,50,11.86
northerly,2.92,3,10.65
parabolic,2.92,13,14.54
paring,2.92,6,9.95
postwar,2.92,15,11.26
retail,2.92,118,10.5
righty,2.92,170,7.75
shadowy,2.92,86,6.6
slugfest,2.92,3,11.76
stalwart,2.92,22,14.4
topmost,2.92,3,9.94
topographic,2.92,1,13.06
truant,2.92,18,12.0
unattended,2.92,51,9.8
wanton,2.92,42,13.69
yellowy,2.92,2,8.61
climatic,2.91,7,10.22
coital,2.91,5,15.93
nippy,2.91,48,8.88
rheumatoid,2.91,7,14.3
uncoupled,2.91,3,12.53
atmospheric,2.9,47,10.11
electromagnetic,2.9,96,13.4
enormous,2.9,526,6.53
erasable,2.9,1,8.5
homemade,2.9,146,6.59
hulking,2.9,8,11.17
hungry,2.9,3931,3.63
illegible,2.9,9,10.42
lymphatic,2.9,14,13.5
mathematical,2.9,81,8.22
photographic,2.9,97,8.5
pungent,2.9,20,13.29
rabid,2.9,70,9.22
symmetric,2.9,5,10.0
unscreened,2.9,1,11.05
unseasoned,2.9,1,12.44
youthful,2.9,79,8.79
amnesiac,2.89,2,12.64
annoyed,2.89,175,7.72
autistic,2.89,58,14.35
blustery,2.89,11,9.39
capitalist,2.89,78,12.65
cheesy,2.89,133,6.21
compressed,2.89,46,10.68
deliverable,2.89,1,10.0
gassy,2.89,22,8.05
healthful,2.89,10,10.11
instrumental,2.89,78,8.94
jobless,2.89,17,8.56
loudmouthed,2.89,11,7.94
metropolitan,2.89,76,11.59
mini,2.89,184,7.25
monosyllable,2.89,2,11.21
ocular,2.89,21,13.28
overinflated,2.89,4,9.78
pharmaceutical,2.89,104,13.39
pilotless,2.89,1,11.13
planetary,2.89,55,10.33
quick,2.89,5542,5.89
semiformal,2.89,4,13.0
snakelike,2.89,1,7.33
starving,2.89,865,6.32
surgical,2.89,409,10.61
underfed,2.89,4,11.53
uneatable,2.89,1,8.47
uprooted,2.89,14,10.25
voluptuous,2.89,38,12.71
aerodynamic,2.88,22,13.4
aging,2.88,131,7.35
brawny,2.88,9,12.32
collectible,2.88,10,8.32
credential,2.88,5,12.1
domesticated,2.88,28,12.81
flourless,2.88,1,10.79
fruited,2.88,7,7.88
hypoallergenic,2.88,8,13.37
impermeable,2.88,5,12.53
prenatal,2.88,31,13.89
squatty,2.88,2,11.0
transatlantic,2.88,32,11.59
ventricular,2.88,16,14.59
horny,2.87,428,12.94
rustproof,2.87,1,11.44
sedimentary,2.87,4,11.47
shoddy,2.87,37,11.61
alone,2.86,15735,4.94
apelike,2.86,2,9.53
celestial,2.86,55,11.0
climbable,2.86,1,8.35
collectable,2.86,3,8.11
conquering,2.86,54,10.0
delighted,2.86,660,8.11
flashy,2.86,97,7.74
fragile,2.86,262,8.28
grimy,2.86,26,10.06
homesick,2.86,123,8.83
immobile,2.86,25,10.05
inner,2.86,507,7.94
interconnecting,2.86,2,12.88
intergalactic,2.86,39,11.1
optical,2.86,56,10.72
overdue,2.86,148,7.78
philharmonic,2.86,38,14.69
rootless,2.86,2,8.94
roving,2.86,38,11.44
sober,2.86,515,10.84
southwesterly,2.86,2,11.24
squinty,2.86,6,10.75
storewide,2.86,1,11.83
sturdy,2.86,86,7.5
tasty,2.86,322,5.4
unsanitary,2.86,21,11.0
yummy,2.86,228,3.42
anorexic,2.85,29,12.06
carnivorous,2.85,26,9.67
digestible,2.85,4,9.47
intracranial,2.85,23,14.94
manlike,2.85,6,9.44
metered,2.85,3,13.88
recreational,2.85,53,8.89
subatomic,2.85,46,12.94
throaty,2.85,9,9.74
tightlipped,2.85,2,12.47
ulcerated,2.85,5,15.5
unmanned,2.85,29,11.38
unsterilized,2.85,3,11.95
amoebic,2.84,3,13.68
biochemical,2.84,38,11.94
celibate,2.84,36,11.94
homogeneous,2.84,3,14.88
parentless,2.84,4,9.55
abundant,2.83,29,12.84
cloistered,2.83,9,11.67
embryonic,2.83,6,12.44
energetic,2.83,66,6.9
flightless,2.83,7,8.94
gothic,2.83,48,13.63
instructional,2.83,9,11.3
invisible,2.83,630,7.06
longitudinal,2.83,4,11.67
makeshift,2.83,20,13.0
nauseating,2.83,30,10.84
oceanic,2.83,31,11.39
perishable,2.83,13,11.72
restricted,2.83,209,8.11
roomy,2.83,20,7.58
symphonic,2.83,22,13.47
textural,2.83,1,13.88
ultrasonic,2.83,12,14.74
unleaded,2.83,18,11.65
unrefrigerated,2.83,2,9.7
unscrambled,2.83,3,11.17
unsecured,2.83,9,11.44
voiceless,2.83,3,11.06
automatic,2.82,356,9.0
citywide,2.82,25,10.32
external,2.82,126,9.56
famish,2.82,3,9.39
inoperable,2.82,33,12.58
international,2.82,725,8.67
married,2.82,12163,5.16
matching,2.82,230,7.56
squirmy,2.82,3,7.7
unbreakable,2.82,35,8.11
undersize,2.82,1,8.42
underweight,2.82,11,7.74
unkempt,2.82,12,13.0
unmarried,2.82,104,9.0
whispery,2.82,3,10.71
ailing,2.81,26,10.63
bicentennial,2.81,22,11.22
cardiac,2.81,202,11.74
carless,2.81,1,10.94
customized,2.81,31,10.56
diagnosable,2.81,1,11.0
earthen,2.81,3,12.82
feral,2.81,9,12.93
flirty,2.81,26,10.05
groggy,2.81,46,11.32
jovial,2.81,11,11.33
marauding,2.81,8,14.0
multi,2.81,4,8.68
new,2.81,36913,4.72
pneumatic,2.81,22,14.46
precipitating,2.81,8,11.1
prone,2.81,92,12.58
racist,2.81,246,9.44
seeable,2.81,1,9.56
shabby,2.81,87,10.56
trashy,2.81,54,7.89
unfertilized,2.81,2,12.22
unornamented,2.81,1,11.63
unspotted,2.81,1,7.89
warped,2.81,83,9.4
balmy,2.8,29,10.89
glandular,2.8,13,14.62
gory,2.8,37,9.74
grizzled,2.8,5,11.08
hypersonic,2.8,2,13.57
lush,2.8,60,11.28
rimless,2.8,1,11.36
shrill,2.8,24,11.44
silken,2.8,21,11.11
strapping,2.8,51,9.32
total,2.8,1920,6.83
trilingual,2.8,1,13.22
unscathed,2.8,19,11.47
western,2.8,679,6.67
adoptable,2.79,1,9.22
confining,2.79,18,11.35
coverless,2.79,1,11.32
gravitational,2.79,57,11.78
idle,2.79,141,8.9
illuminating,2.79,24,11.42
nonoperational,2.79,2,12.0
paperless,2.79,3,10.91
readable,2.79,9,8.09
rich,2.79,4100,6.32
taxpaying,2.79,1,10.33
unconstitutional,2.79,16,13.89
washable,2.79,6,7.67
weak,2.79,1607,5.58
wiry,2.79,18,9.8
writeable,2.79,1,9.12
backslid,2.78,3,11.26
boggy,2.78,5,11.0
breakaway,2.78,34,11.79
gaping,2.78,42,9.83
nonmilitary,2.78,5,12.63
permeable,2.78,3,12.93
slanderer,2.78,1,13.78
trackless,2.78,9,11.06
uncrossed,2.78,5,9.94
unsmiling,2.78,6,8.83
windless,2.78,1,9.47
autobiographical,2.77,22,9.33
clumsy,2.77,275,7.26
crippling,2.77,37,9.33
curricular,2.77,3,10.1
dizzying,2.77,7,8.68
dorky,2.77,50,6.9
headachy,2.77,2,9.39
jazzy,2.77,25,9.39
orderly,2.77,223,8.33
populous,2.77,2,12.62
prefabricated,2.77,4,13.06
rickety,2.77,21,10.67
sleepy,2.77,437,3.37
tangible,2.77,56,11.61
backhanded,2.76,7,10.0
barometric,2.76,12,12.18
catastrophic,2.76,65,12.11
chatty,2.76,51,8.22
cosmic,2.76,184,9.22
cute,2.76,4475,4.26
electrochemical,2.76,3,13.0
enthusiastic,2.76,142,9.17
expectant,2.76,16,9.28
expressionless,2.76,3,11.47
fledgling,2.76,13,14.11
grotesque,2.76,80,11.78
hallucinogenic,2.76,17,14.42
handicapping,2.76,8,12.61
lingual,2.76,4,12.59
mad,2.76,5784,3.55
overdrawn,2.76,11,13.67
penetrative,2.76,1,13.06
permanent,2.76,619,7.75
picturesque,2.76,25,13.06
quiet,2.76,5978,4.15
regional,2.76,159,10.95
shimmering,2.76,32,10.05
shipshape,2.76,30,8.69
stereoscopic,2.76,3,12.47
stray,2.76,272,7.58
topical,2.76,26,11.95
tubular,2.76,14,11.53
underdressed,2.76,10,10.14
unidirectional,2.76,1,13.77
unobstructed,2.76,7,10.67
weighty,2.76,12,10.61
automated,2.75,73,11.11
colonial,2.75,105,8.76
distant,2.75,439,8.95
dressy,2.75,32,7.61
gaseous,2.75,10,11.71
gimpy,2.75,19,13.47
herniated,2.75,9,15.11
modular,2.75,8,13.17
neurovascular,2.75,5,15.82
nonfatal,2.75,1,11.16
olfactory,2.75,23,13.46
palliative,2.75,3,17.11
regenerative,2.75,5,14.2
rugged,2.75,102,10.58
secondhand,2.75,54,9.16
sectarian,2.75,2,13.64
smutty,2.75,11,13.29
splashy,2.75,8,6.05
succulent,2.75,23,12.32
supple,2.75,31,11.71
torrential,2.75,6,14.0
uncrowned,2.75,3,11.26
uninfected,2.75,1,10.11
unsteady,2.75,17,7.7
untimed,2.75,2,9.5
anemic,2.74,32,13.42
centrifugal,2.74,15,13.14
centripetal,2.74,2,14.47
chilling,2.74,82,8.65
congruent,2.74,9,13.89
deductible,2.74,46,13.79
detoured,2.74,3,10.56
expandable,2.74,5,11.44
extremist,2.74,19,11.78
festive,2.74,98,8.42
frumpy,2.74,9,12.17
lifelike,2.74,31,8.65
overpriced,2.74,43,9.06
poisonous,2.74,170,4.89
repetitive,2.74,29,9.11
restraining,2.74,171,10.37
rhythmical,2.74,3,12.06
shapely,2.74,18,12.71
sicken,2.74,19,7.74
skimpy,2.74,25,10.67
unaccompanied,2.74,14,11.42
unrestrained,2.74,7,12.83
unsold,2.74,7,8.68
bittersweet,2.73,23,11.78
bohemian,2.73,48,15.37
breakneck,2.73,5,13.21
genetic,2.73,385,10.68
humungous,2.73,6,8.44
hyperactive,2.73,20,12.44
migratory,2.73,14,9.94
pagan,2.73,69,13.0
subordinate,2.73,31,14.72
wealthy,2.73,376,7.89
bookless,2.72,1,10.13
carnal,2.72,61,12.29
dilapidated,2.72,8,11.82
disjoint,2.72,2,11.67
flirtatious,2.72,14,13.67
gruesome,2.72,104,8.6
homegrown,2.72,7,10.21
noncombustible,2.72,1,12.17
odorless,2.72,14,10.33
old,2.72,31056,3.72
operable,2.72,12,13.0
percussive,2.72,3,11.4
premature,2.72,177,11.53
private,2.72,3874,6.16
raggedy,2.72,66,6.11
rambling,2.72,69,10.75
semiconscious,2.72,2,13.12
strict,2.72,358,7.56
unequal,2.72,10,9.26
unpublished,2.72,12,12.05
unstuck,2.72,11,7.28
wakeful,2.72,6,9.47
weepy,2.72,29,8.16
adrift,2.71,51,11.21
anointed,2.71,38,12.56
central,2.71,1262,8.0
contagious,2.71,170,8.17
disorderly,2.71,69,9.63
earthbound,2.71,16,11.94
favorite,2.71,3032,5.72
incendiary,2.71,37,12.14
microcellular,2.71,1,13.28
photosynthesize,2.71,1,11.44
pornographic,2.71,78,12.25
savage,2.71,365,10.05
southeasterly,2.71,1,12.63
territorial,2.71,85,10.11
unconnected,2.71,13,9.39
undivided,2.71,47,9.28
uninjured,2.71,5,8.84
unreturned,2.71,11,9.0
untouched,2.71,52,7.67
absent,2.7,131,6.5
afraid,2.7,12631,4.42
bilateral,2.7,30,13.72
cadaverous,2.7,1,15.47
complete,2.7,2636,6.58
congestive,2.7,14,11.24
cyclic,2.7,9,12.2
deadly,2.7,504,6.11
destructible,2.7,1,10.21
featureless,2.7,2,11.33
formal,2.7,424,10.5
hasty,2.7,179,10.28
herbivorous,2.7,1,11.47
orgasmic,2.7,13,15.7
ornamental,2.7,9,9.74
pedigreed,2.7,6,12.74
poor,2.7,6583,6.11
prefrontal,2.7,2,14.08
repetitious,2.7,7,10.17
rustic,2.7,40,10.37
sizable,2.7,26,10.11
storable,2.7,1,10.42
unanimous,2.7,107,10.5
unhealthy,2.7,83,6.78
unyielding,2.7,8,13.47
uppermost,2.7,5,9.85
athletic,2.69,197,8.55
bodily,2.69,108,8.17
colossal,2.69,72,9.0
fruity,2.69,66,6.8
impressionist,2.69,15,12.65
mid,2.69,64,10.32
neuropathic,2.69,2,15.4
parental,2.69,105,10.26
structural,2.69,93,11.32
uncharted,2.69,60,10.95
undamaged,2.69,18,9.33
unfed,2.69,4,8.84
unmilitary,2.69,9,11.65
acrid,2.68,2,14.07
babyish,2.68,5,6.84
bluish,2.68,7,8.25
chemotherapeutic,2.68,2,16.07
crunchable,2.68,2,7.85
dapper,2.68,28,12.08
deafening,2.68,22,10.95
elaborate,2.68,242,11.53
flowery,2.68,34,8.06
germfree,2.68,5,9.05
grungy,2.68,12,10.0
implosive,2.68,6,12.5
organic,2.68,220,13.68
politic,2.68,18,10.76
psychokinetic,2.68,5,14.53
refractory,2.68,3,13.75
